node_id,subject,source_id,link,question_images,solution_images,has_solution_text,match_reason
CO_UNK_011,计算机组成原理,HCO_0011,obsidian://open?vault=kaoyan-408-details&file=cards%2FCO_UNK_011,1,1,yes,当前详情卡/资产目录重建索引
CO_UNK_013,计算机组成原理,HCO_0013,obsidian://open?vault=kaoyan-408-details&file=cards%2FCO_UNK_013,1,1,yes,当前详情卡/资产目录重建索引
CO_UNK_015,计算机组成原理,HCO_0015,obsidian://open?vault=kaoyan-408-details&file=cards%2FCO_UNK_015,1,1,yes,当前详情卡/资产目录重建索引
CO_UNK_016,计算机组成原理,HCO_0016,obsidian://open?vault=kaoyan-408-details&file=cards%2FCO_UNK_016,1,1,yes,当前详情卡/资产目录重建索引
CO_UNK_017,计算机组成原理,HCO_0017,obsidian://open?vault=kaoyan-408-details&file=cards%2FCO_UNK_017,1,1,yes,当前详情卡/资产目录重建索引
CO_UNK_018,计算机组成原理,HCO_0018,obsidian://open?vault=kaoyan-408-details&file=cards%2FCO_UNK_018,1,1,no,当前详情卡/资产目录重建索引
CO_UNK_019,计算机组成原理,HCO_0019,obsidian://open?vault=kaoyan-408-details&file=cards%2FCO_UNK_019,1,1,no,当前详情卡/资产目录重建索引
CO_UNK_020,计算机组成原理,HCO_0020,obsidian://open?vault=kaoyan-408-details&file=cards%2FCO_UNK_020,1,1,no,当前详情卡/资产目录重建索引
CO_UNK_021,计算机组成原理,HCO_0021,obsidian://open?vault=kaoyan-408-details&file=cards%2FCO_UNK_021,1,1,yes,当前详情卡/资产目录重建索引
CO_UNK_022,计算机组成原理,HCO_0022,obsidian://open?vault=kaoyan-408-details&file=cards%2FCO_UNK_022,1,1,yes,当前详情卡/资产目录重建索引
CO_UNK_023,计算机组成原理,HCO_0023,obsidian://open?vault=kaoyan-408-details&file=cards%2FCO_UNK_023,1,1,yes,当前详情卡/资产目录重建索引
CO_UNK_024,计算机组成原理,HCO_0024,obsidian://open?vault=kaoyan-408-details&file=cards%2FCO_UNK_024,1,1,yes,当前详情卡/资产目录重建索引
CO_UNK_025,计算机组成原理,HCO_0025,obsidian://open?vault=kaoyan-408-details&file=cards%2FCO_UNK_025,1,1,yes,当前详情卡/资产目录重建索引
CO_UNK_026,计算机组成原理,HCO_0026,obsidian://open?vault=kaoyan-408-details&file=cards%2FCO_UNK_026,1,1,yes,当前详情卡/资产目录重建索引
CO_UNK_027,计算机组成原理,HCO_0027,obsidian://open?vault=kaoyan-408-details&file=cards%2FCO_UNK_027,1,1,yes,当前详情卡/资产目录重建索引
CO_UNK_028,计算机组成原理,HCO_0028,obsidian://open?vault=kaoyan-408-details&file=cards%2FCO_UNK_028,1,1,yes,当前详情卡/资产目录重建索引
CO_UNK_029,计算机组成原理,HCO_0029,obsidian://open?vault=kaoyan-408-details&file=cards%2FCO_UNK_029,1,1,yes,当前详情卡/资产目录重建索引
CO_UNK_030,计算机组成原理,HCO_0030,obsidian://open?vault=kaoyan-408-details&file=cards%2FCO_UNK_030,1,1,yes,当前详情卡/资产目录重建索引
CO_UNK_031,计算机组成原理,HCO_0031,obsidian://open?vault=kaoyan-408-details&file=cards%2FCO_UNK_031,1,1,yes,当前详情卡/资产目录重建索引
CO_UNK_032,计算机组成原理,HCO_0032,obsidian://open?vault=kaoyan-408-details&file=cards%2FCO_UNK_032,1,1,yes,当前详情卡/资产目录重建索引
CO_UNK_033,计算机组成原理,HCO_0033,obsidian://open?vault=kaoyan-408-details&file=cards%2FCO_UNK_033,1,1,yes,当前详情卡/资产目录重建索引
CO_UNK_034,计算机组成原理,HCO_0034,obsidian://open?vault=kaoyan-408-details&file=cards%2FCO_UNK_034,1,1,yes,当前详情卡/资产目录重建索引
CO_UNK_035,计算机组成原理,HCO_0035,obsidian://open?vault=kaoyan-408-details&file=cards%2FCO_UNK_035,1,1,yes,当前详情卡/资产目录重建索引
CO_UNK_036,计算机组成原理,HCO_0036,obsidian://open?vault=kaoyan-408-details&file=cards%2FCO_UNK_036,1,1,yes,当前详情卡/资产目录重建索引
CO_UNK_037,计算机组成原理,HCO_0037,obsidian://open?vault=kaoyan-408-details&file=cards%2FCO_UNK_037,1,1,yes,当前详情卡/资产目录重建索引
CO_UNK_038,计算机组成原理,HCO_0038,obsidian://open?vault=kaoyan-408-details&file=cards%2FCO_UNK_038,1,1,no,当前详情卡/资产目录重建索引
CO_UNK_039,计算机组成原理,HCO_0039,obsidian://open?vault=kaoyan-408-details&file=cards%2FCO_UNK_039,1,1,yes,当前详情卡/资产目录重建索引
CO_UNK_040,计算机组成原理,HCO_0040,obsidian://open?vault=kaoyan-408-details&file=cards%2FCO_UNK_040,1,1,yes,当前详情卡/资产目录重建索引
CO_UNK_041,计算机组成原理,HCO_0041,obsidian://open?vault=kaoyan-408-details&file=cards%2FCO_UNK_041,1,1,yes,当前详情卡/资产目录重建索引
CO_UNK_042,计算机组成原理,HCO_0042,obsidian://open?vault=kaoyan-408-details&file=cards%2FCO_UNK_042,1,1,yes,当前详情卡/资产目录重建索引
CO_UNK_043,计算机组成原理,HCO_0043,obsidian://open?vault=kaoyan-408-details&file=cards%2FCO_UNK_043,1,1,yes,当前详情卡/资产目录重建索引
CO_UNK_044,计算机组成原理,HCO_0044,obsidian://open?vault=kaoyan-408-details&file=cards%2FCO_UNK_044,1,1,yes,王道控制器答案解析页恢复同题解析图；当前详情卡/资产目录重建索引
CO_UNK_045,计算机组成原理,HCO_0045,obsidian://open?vault=kaoyan-408-details&file=cards%2FCO_UNK_045,1,1,yes,当前详情卡/资产目录重建索引
CO_UNK_046,计算机组成原理,HCO_0046,obsidian://open?vault=kaoyan-408-details&file=cards%2FCO_UNK_046,1,1,yes,当前详情卡/资产目录重建索引
CO_UNK_047,计算机组成原理,HCO_0047,obsidian://open?vault=kaoyan-408-details&file=cards%2FCO_UNK_047,1,1,yes,当前详情卡/资产目录重建索引
CO_UNK_048,计算机组成原理,HCO_0048,obsidian://open?vault=kaoyan-408-details&file=cards%2FCO_UNK_048,1,1,yes,当前详情卡/资产目录重建索引
CO_UNK_049,计算机组成原理,HCO_0049,obsidian://open?vault=kaoyan-408-details&file=cards%2FCO_UNK_049,1,1,yes,当前详情卡/资产目录重建索引
CO_UNK_050,计算机组成原理,HCO_0050,obsidian://open?vault=kaoyan-408-details&file=cards%2FCO_UNK_050,1,1,no,当前详情卡/资产目录重建索引
CO_UNK_051,计算机组成原理,HCO_0051,obsidian://open?vault=kaoyan-408-details&file=cards%2FCO_UNK_051,1,1,yes,当前详情卡/资产目录重建索引
CO_UNK_052,计算机组成原理,HCO_0052,obsidian://open?vault=kaoyan-408-details&file=cards%2FCO_UNK_052,1,1,yes,当前详情卡/资产目录重建索引
CO_UNK_053,计算机组成原理,HCO_0053,obsidian://open?vault=kaoyan-408-details&file=cards%2FCO_UNK_053,1,1,yes,当前详情卡/资产目录重建索引
CO_UNK_054,计算机组成原理,HCO_0054,obsidian://open?vault=kaoyan-408-details&file=cards%2FCO_UNK_054,1,1,yes,当前详情卡/资产目录重建索引
CO_UNK_055,计算机组成原理,HCO_0055,obsidian://open?vault=kaoyan-408-details&file=cards%2FCO_UNK_055,1,1,no,当前详情卡/资产目录重建索引
CO_UNK_056,计算机组成原理,HCO_0056,obsidian://open?vault=kaoyan-408-details&file=cards%2FCO_UNK_056,1,1,yes,当前详情卡/资产目录重建索引
CO_UNK_057,计算机组成原理,HCO_0057,obsidian://open?vault=kaoyan-408-details&file=cards%2FCO_UNK_057,1,1,yes,当前详情卡/资产目录重建索引
CO_UNK_058,计算机组成原理,HCO_0058,obsidian://open?vault=kaoyan-408-details&file=cards%2FCO_UNK_058,1,1,yes,当前详情卡/资产目录重建索引
CO_UNK_059,计算机组成原理,HCO_0059,obsidian://open?vault=kaoyan-408-details&file=cards%2FCO_UNK_059,1,1,yes,当前详情卡/资产目录重建索引
CO_UNK_060,计算机组成原理,HCO_0060,obsidian://open?vault=kaoyan-408-details&file=cards%2FCO_UNK_060,1,1,yes,当前详情卡/资产目录重建索引
CO_UNK_061,计算机组成原理,HCO_0061,obsidian://open?vault=kaoyan-408-details&file=cards%2FCO_UNK_061,1,1,yes,2026-07-03 从本地王道总线定时解析页恢复 solution-01.png 并直接看图确认同题
CO_UNK_062,计算机组成原理,HCO_0064,obsidian://open?vault=kaoyan-408-details&file=cards%2FCO_UNK_062,1,1,yes,当前详情卡/资产目录重建索引
CO_UNK_063,计算机组成原理,HCO_0066,obsidian://open?vault=kaoyan-408-details&file=cards%2FCO_UNK_063,1,1,yes,当前详情卡/资产目录重建索引
CO_UNK_064,计算机组成原理,HCO_0067,obsidian://open?vault=kaoyan-408-details&file=cards%2FCO_UNK_064,1,1,yes,当前详情卡/资产目录重建索引
CO_UNK_065,计算机组成原理,HCO_0068,obsidian://open?vault=kaoyan-408-details&file=cards%2FCO_UNK_065,1,1,yes,本地袁春风习题解答 PDF 第 255 页恢复独立解析图
CO_UNK_066,计算机组成原理,HCO_0074,obsidian://open?vault=kaoyan-408-details&file=cards%2FCO_UNK_066,1,1,yes,当前详情卡/资产目录重建索引
CO_UNK_067,计算机组成原理,HCO_0075,obsidian://open?vault=kaoyan-408-details&file=cards%2FCO_UNK_067,1,1,yes,当前详情卡/资产目录重建索引
CO_UNK_068,计算机组成原理,HCO_0076,obsidian://open?vault=kaoyan-408-details&file=cards%2FCO_UNK_068,1,1,yes,2026-07-03 已从本地《计算机组成原理试题解析（第七版）》第 38 页补回原扫描题图；已生成解析文字渲染兜底图；原始解析截图可选替换
CO_UNK_069,计算机组成原理,HCO_0081,obsidian://open?vault=kaoyan-408-details&file=cards%2FCO_UNK_069,1,1,yes,当前详情卡/资产目录重建索引；2026-07-03 本地王道流水线答案解析页恢复独立解析图
CO_UNK_070,计算机组成原理,VISUAL_PENDING,obsidian://open?vault=kaoyan-408-details&file=cards%2FCO_UNK_070,1,2,yes,当前详情卡/资产目录重建索引
CO_UNK_071,计算机组成原理,VISUAL_PENDING,obsidian://open?vault=kaoyan-408-details&file=cards%2FCO_UNK_071,1,1,yes,当前详情卡/资产目录重建索引
DS_2009_001,数据结构,VISUAL_PENDING,obsidian://open?vault=kaoyan-408-details&file=cards%2FDS_2009_001,1,1,no,当前详情卡/资产目录重建索引
DS_2009_002,数据结构,VISUAL_PENDING,obsidian://open?vault=kaoyan-408-details&file=cards%2FDS_2009_002,1,1,no,当前详情卡/资产目录重建索引
DS_2009_003,数据结构,VISUAL_PENDING,obsidian://open?vault=kaoyan-408-details&file=cards%2FDS_2009_003,1,1,no,当前详情卡/资产目录重建索引
DS_2009_004,数据结构,EXAM408-2009-Q42,obsidian://open?vault=kaoyan-408-details&file=cards%2FDS_2009_004,0,0,no,规范真题语料 canonical EXAM408-2009-Q42；正式详情卡引用耐久题图与解析图
DS_2010_001,数据结构,VISUAL_PENDING,obsidian://open?vault=kaoyan-408-details&file=cards%2FDS_2010_001,1,1,yes,当前详情卡/资产目录重建索引
DS_2010_002,数据结构,VISUAL_PENDING,obsidian://open?vault=kaoyan-408-details&file=cards%2FDS_2010_002,1,1,yes,当前详情卡/资产目录重建索引
DS_2010_003,数据结构,VISUAL_PENDING,obsidian://open?vault=kaoyan-408-details&file=cards%2FDS_2010_003,1,2,yes,当前详情卡/资产目录重建索引
DS_2010_004,数据结构,EXAM408-2010-Q42,obsidian://open?vault=kaoyan-408-details&file=cards%2FDS_2010_004,0,0,no,规范真题语料 canonical EXAM408-2010-Q42；正式详情卡引用耐久题图与解析图
DS_2011_001,数据结构,HDS_0007,obsidian://open?vault=kaoyan-408-details&file=cards%2FDS_2011_001,1,1,no,当前详情卡/资产目录重建索引
DS_2011_002,数据结构,VISUAL_PENDING,obsidian://open?vault=kaoyan-408-details&file=cards%2FDS_2011_002,1,2,yes,当前详情卡/资产目录重建索引
DS_2011_003,数据结构,VISUAL_PENDING,obsidian://open?vault=kaoyan-408-details&file=cards%2FDS_2011_003,1,1,no,当前详情卡/资产目录重建索引
DS_2012_001,数据结构,VISUAL_PENDING,obsidian://open?vault=kaoyan-408-details&file=cards%2FDS_2012_001,1,1,yes,当前详情卡/资产目录重建索引
DS_2012_002,数据结构,VISUAL_PENDING,obsidian://open?vault=kaoyan-408-details&file=cards%2FDS_2012_002,1,1,yes,当前详情卡/资产目录重建索引
DS_2012_003,数据结构,VISUAL_PENDING,obsidian://open?vault=kaoyan-408-details&file=cards%2FDS_2012_003,1,1,yes,当前详情卡/资产目录重建索引
DS_2012_004,数据结构,VISUAL_PENDING,obsidian://open?vault=kaoyan-408-details&file=cards%2FDS_2012_004,1,2,yes,当前详情卡/资产目录重建索引
DS_2012_005,数据结构,VISUAL_PENDING,obsidian://open?vault=kaoyan-408-details&file=cards%2FDS_2012_005,1,1,no,当前详情卡/资产目录重建索引
DS_2012_006,数据结构,EXAM408-2012-Q42,obsidian://open?vault=kaoyan-408-details&file=cards%2FDS_2012_006,0,0,no,规范真题语料 canonical EXAM408-2012-Q42；正式详情卡引用耐久题图与解析图
DS_2013_001,数据结构,VISUAL_PENDING,obsidian://open?vault=kaoyan-408-details&file=cards%2FDS_2013_001,1,2,yes,当前详情卡/资产目录重建索引
DS_2013_002,数据结构,VISUAL_PENDING,obsidian://open?vault=kaoyan-408-details&file=cards%2FDS_2013_002,1,1,no,当前详情卡/资产目录重建索引
DS_2014_002,数据结构,HDS_0006,obsidian://open?vault=kaoyan-408-details&file=cards%2FDS_2014_002,1,1,no,当前详情卡/资产目录重建索引
DS_2014_003,数据结构,VISUAL_PENDING,obsidian://open?vault=kaoyan-408-details&file=cards%2FDS_2014_003,1,1,no,当前详情卡/资产目录重建索引
DS_2014_004,数据结构,VISUAL_PENDING,obsidian://open?vault=kaoyan-408-details&file=cards%2FDS_2014_004,1,1,yes,当前详情卡/资产目录重建索引
DS_2014_005,数据结构,VISUAL_PENDING,obsidian://open?vault=kaoyan-408-details&file=cards%2FDS_2014_005,1,1,yes,当前详情卡/资产目录重建索引
DS_2015_001,数据结构,VISUAL_PENDING,obsidian://open?vault=kaoyan-408-details&file=cards%2FDS_2015_001,1,1,no,当前详情卡/资产目录重建索引
DS_2015_002,数据结构,VISUAL_PENDING,obsidian://open?vault=kaoyan-408-details&file=cards%2FDS_2015_002,1,1,no,当前详情卡/资产目录重建索引
DS_2015_003,数据结构,VISUAL_PENDING,obsidian://open?vault=kaoyan-408-details&file=cards%2FDS_2015_003,1,1,no,当前详情卡/资产目录重建索引
DS_2015_004,数据结构,VISUAL_PENDING,obsidian://open?vault=kaoyan-408-details&file=cards%2FDS_2015_004,1,1,yes,当前详情卡/资产目录重建索引
DS_2015_005,数据结构,VISUAL_PENDING,obsidian://open?vault=kaoyan-408-details&file=cards%2FDS_2015_005,1,1,yes,当前详情卡/资产目录重建索引
DS_2016_001,数据结构,HDS_0004,obsidian://open?vault=kaoyan-408-details&file=cards%2FDS_2016_001,1,1,yes,当前详情卡/资产目录重建索引
DS_2016_002,数据结构,VISUAL_PENDING,obsidian://open?vault=kaoyan-408-details&file=cards%2FDS_2016_002,1,1,no,当前详情卡/资产目录重建索引
DS_2017_001,数据结构,VISUAL_PENDING,obsidian://open?vault=kaoyan-408-details&file=cards%2FDS_2017_001,1,1,yes,当前详情卡/资产目录重建索引
DS_2017_002,数据结构,VISUAL_PENDING,obsidian://open?vault=kaoyan-408-details&file=cards%2FDS_2017_002,1,1,yes,当前详情卡/资产目录重建索引
DS_2017_003,数据结构,VISUAL_PENDING,obsidian://open?vault=kaoyan-408-details&file=cards%2FDS_2017_003,1,1,yes,当前详情卡/资产目录重建索引
DS_2017_004,数据结构,VISUAL_PENDING,obsidian://open?vault=kaoyan-408-details&file=cards%2FDS_2017_004,1,1,no,当前详情卡/资产目录重建索引
DS_2018_001,数据结构,VISUAL_PENDING,obsidian://open?vault=kaoyan-408-details&file=cards%2FDS_2018_001,1,1,yes,当前详情卡/资产目录重建索引
DS_2018_002,数据结构,VISUAL_PENDING,obsidian://open?vault=kaoyan-408-details&file=cards%2FDS_2018_002,1,1,no,当前详情卡/资产目录重建索引
DS_2018_003,数据结构,EXAM408-2018-Q41,obsidian://open?vault=kaoyan-408-details&file=cards%2FDS_2018_003,0,0,no,规范真题语料 canonical EXAM408-2018-Q41；正式详情卡引用耐久题图与解析图
DS_2019_001,数据结构,VISUAL_PENDING,obsidian://open?vault=kaoyan-408-details&file=cards%2FDS_2019_001,1,1,no,当前详情卡/资产目录重建索引
DS_2019_002,数据结构,VISUAL_PENDING,obsidian://open?vault=kaoyan-408-details&file=cards%2FDS_2019_002,1,1,yes,当前详情卡/资产目录重建索引
DS_2020_001,数据结构,HDS_0002,obsidian://open?vault=kaoyan-408-details&file=cards%2FDS_2020_001,1,1,yes,当前详情卡/资产目录重建索引
DS_2020_002,数据结构,VISUAL_PENDING,obsidian://open?vault=kaoyan-408-details&file=cards%2FDS_2020_002,1,2,yes,当前详情卡/资产目录重建索引
DS_2020_003,数据结构,VISUAL_PENDING,obsidian://open?vault=kaoyan-408-details&file=cards%2FDS_2020_003,1,1,no,当前详情卡/资产目录重建索引
DS_2020_004,数据结构,EXAM408-2020-Q41,obsidian://open?vault=kaoyan-408-details&file=cards%2FDS_2020_004,0,0,no,规范真题语料 canonical EXAM408-2020-Q41；正式详情卡引用耐久题图与解析图
DS_2021_001,数据结构,VISUAL_PENDING,obsidian://open?vault=kaoyan-408-details&file=cards%2FDS_2021_001,1,1,no,当前详情卡/资产目录重建索引
DS_2021_002,数据结构,VISUAL_PENDING,obsidian://open?vault=kaoyan-408-details&file=cards%2FDS_2021_002,1,1,no,当前详情卡/资产目录重建索引
DS_2022_001,数据结构,VISUAL_PENDING,obsidian://open?vault=kaoyan-408-details&file=cards%2FDS_2022_001,1,1,no,当前详情卡/资产目录重建索引
DS_2022_002,数据结构,VISUAL_PENDING,obsidian://open?vault=kaoyan-408-details&file=cards%2FDS_2022_002,1,1,no,当前详情卡/资产目录重建索引
DS_2023_001,数据结构,HDS_0003,obsidian://open?vault=kaoyan-408-details&file=cards%2FDS_2023_001,1,1,yes,当前详情卡/资产目录重建索引
DS_2023_002,数据结构,HDS_0005,obsidian://open?vault=kaoyan-408-details&file=cards%2FDS_2023_002,1,1,yes,当前详情卡/资产目录重建索引；2026-07-03 已从本地 2023 年解析 PDF 恢复独立解析图
DS_2023_003,数据结构,VISUAL_PENDING,obsidian://open?vault=kaoyan-408-details&file=cards%2FDS_2023_003,1,1,yes,当前详情卡/资产目录重建索引
DS_2023_004,数据结构,VISUAL_PENDING,obsidian://open?vault=kaoyan-408-details&file=cards%2FDS_2023_004,1,1,yes,当前详情卡/资产目录重建索引；2026-07-03 已从本地 2023 年解析 PDF 恢复独立解析图
DS_2023_005,数据结构,VISUAL_PENDING,obsidian://open?vault=kaoyan-408-details&file=cards%2FDS_2023_005,1,1,yes,当前详情卡/资产目录重建索引
DS_2024_001,数据结构,VISUAL_PENDING,obsidian://open?vault=kaoyan-408-details&file=cards%2FDS_2024_001,1,1,no,占位详情页；MarginNote 原题图待人工补充
DS_2024_002,数据结构,VISUAL_PENDING,obsidian://open?vault=kaoyan-408-details&file=cards%2FDS_2024_002,1,1,yes,当前详情卡/资产目录重建索引
OS_2009_001,操作系统,VISUAL_PENDING,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_2009_001,1,1,no,当前详情卡/资产目录重建索引
OS_2009_002,操作系统,VISUAL_PENDING,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_2009_002,1,1,yes,当前详情卡/资产目录重建索引
OS_2009_003,操作系统,EXAM408-2009-Q28,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_2009_003,1,1,yes,BATCH-005 visual exact / canonical EXAM408-2009-Q28 / formal-node-crosswalk exact / machine_exact
OS_2010_001,操作系统,VISUAL_PENDING,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_2010_001,1,1,no,当前详情卡/资产目录重建索引
OS_2010_002,操作系统,VISUAL_PENDING,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_2010_002,1,1,yes,当前详情卡/资产目录重建索引
OS_2010_003,操作系统,VISUAL_PENDING,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_2010_003,1,1,yes,当前详情卡/资产目录重建索引
OS_2010_004,操作系统,EXAM408-2010-Q30,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_2010_004,1,1,yes,BATCH-005 visual exact / canonical EXAM408-2010-Q30 / formal-node-crosswalk exact / machine_exact
OS_2011_001,操作系统,VISUAL_PENDING,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_2011_001,1,2,no,当前详情卡/资产目录重建索引
OS_2012_001,操作系统,VISUAL_PENDING,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_2012_001,1,1,no,当前详情卡/资产目录重建索引
OS_2012_002,操作系统,VISUAL_PENDING,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_2012_002,1,1,yes,当前详情卡/资产目录重建索引
OS_2013_001,操作系统,HOS_0034,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_2013_001,1,1,yes,当前详情卡/资产目录重建索引
OS_2013_002,操作系统,HOS_0047,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_2013_002,1,1,yes,当前详情卡/资产目录重建索引
OS_2013_003,操作系统,EXAM408-2013-Q26,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_2013_003,1,1,yes,BATCH-005 visual exact / canonical EXAM408-2013-Q26 / formal-node-crosswalk exact / machine_exact
OS_2014_001,操作系统,VISUAL_PENDING,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_2014_001,1,1,no,当前详情卡/资产目录重建索引
OS_2014_002,操作系统,VISUAL_PENDING,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_2014_002,1,1,yes,当前详情卡/资产目录重建索引
OS_2014_003,操作系统,VISUAL_PENDING,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_2014_003,1,1,yes,当前详情卡/资产目录重建索引
OS_2014_004,操作系统,EXAM408-2014-Q27,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_2014_004,1,1,yes,BATCH-005 visual exact / canonical EXAM408-2014-Q27 / formal-node-crosswalk exact / machine_exact
OS_2015_001,操作系统,HOS_0035,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_2015_001,1,1,yes,当前详情卡/资产目录重建索引
OS_2015_002,操作系统,EXAM408-2015-Q29,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_2015_002,1,1,yes,BATCH-005 visual exact / canonical EXAM408-2015-Q29 / formal-node-crosswalk exact / machine_exact
OS_2015_003,操作系统,EXAM408-2015-Q31,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_2015_003,1,1,yes,BATCH-005 visual exact / canonical EXAM408-2015-Q31 / formal-node-crosswalk exact / machine_exact
OS_2016_001,操作系统,HOS_0015,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_2016_001,1,2,yes,当前详情卡/资产目录重建索引
OS_2016_002,操作系统,HOS_0016,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_2016_002,1,1,yes,当前详情卡/资产目录重建索引
OS_2016_003,操作系统,HOS_0036,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_2016_003,1,1,yes,当前详情卡/资产目录重建索引
OS_2016_004,操作系统,HOS_0139,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_2016_004,1,1,yes,当前详情卡/资产目录重建索引；2026-07-04 从本地 2024 解析 PDF 补 solution-01.png
OS_2017_001,操作系统,HOS_0051,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_2017_001,1,1,yes,当前详情卡/资产目录重建索引
OS_2017_002,操作系统,VISUAL_PENDING,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_2017_002,1,1,yes,当前详情卡/资产目录重建索引
OS_2017_003,操作系统,EXAM408-2017-Q30,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_2017_003,1,1,yes,BATCH-005 visual exact / canonical EXAM408-2017-Q30 / formal-node-crosswalk exact / machine_exact；旧定位别名 章节定位 50
OS_2017_004,操作系统,EXAM408-2017-Q26,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_2017_004,1,1,yes,BATCH-005 visual exact / canonical EXAM408-2017-Q26 / formal-node-crosswalk exact / machine_exact；旧定位别名 章节定位 51
OS_2018_001,操作系统,HOS_0017,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_2018_001,1,1,yes,当前详情卡/资产目录重建索引
OS_2018_003,操作系统,HOS_0048,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_2018_003,1,1,yes,当前详情卡/资产目录重建索引
OS_2018_005,操作系统,VISUAL_PENDING,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_2018_005,1,1,yes,当前详情卡/资产目录重建索引
OS_2019_001,操作系统,HOS_0018,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_2019_001,1,1,yes,2026-07-04 已从 OS_UNK_121 同题解析图同步独立解析图；当前详情卡/资产目录重建索引
OS_2019_002,操作系统,HOS_0079,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_2019_002,1,1,yes,当前详情卡/资产目录重建索引
OS_2019_003,操作系统,VISUAL_PENDING,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_2019_003,1,1,yes,当前详情卡/资产目录重建索引
OS_2019_004,操作系统,VISUAL_PENDING,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_2019_004,1,2,yes,当前详情卡/资产目录重建索引
OS_2019_005,操作系统,VISUAL_PENDING,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_2019_005,1,1,yes,当前详情卡/资产目录重建索引
OS_2019_006,操作系统,HOS_0080,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_2019_006,1,2,yes,当前详情卡/资产目录重建索引
OS_2020_001,操作系统,HOS_0019,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_2020_001,1,1,no,占位详情页；MarginNote 原题图待人工补充
OS_2020_002,操作系统,HOS_0055,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_2020_002,1,1,yes,当前详情卡/资产目录重建索引
OS_2020_003,操作系统,EXAM408-2020-Q23,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_2020_003,1,1,yes,BATCH-005 visual exact / canonical EXAM408-2020-Q23 / formal-node-crosswalk exact / machine_exact；旧定位别名 章节定位 53
OS_2020_004,操作系统,EXAM408-2020-Q24,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_2020_004,1,1,yes,BATCH-005 visual exact / canonical EXAM408-2020-Q24 / formal-node-crosswalk exact / machine_exact；旧定位别名 章节定位 54
OS_2021_001,操作系统,HOS_0142,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_2021_001,1,1,yes,当前详情卡/资产目录重建索引
OS_2021_002,操作系统,VISUAL_PENDING,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_2021_002,1,1,no,当前详情卡/资产目录重建索引
OS_2021_003,操作系统,VISUAL_PENDING,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_2021_003,1,1,no,当前详情卡/资产目录重建索引
OS_2021_004,操作系统,VISUAL_PENDING,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_2021_004,1,1,yes,当前详情卡/资产目录重建索引
OS_2022_001,操作系统,HOS_0052,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_2022_001,1,1,yes,当前详情卡/资产目录重建索引
OS_2022_002,操作系统,VISUAL_PENDING,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_2022_002,1,1,no,当前详情卡/资产目录重建索引
OS_2022_003,操作系统,VISUAL_PENDING,obsidian://open?vault=kaoyan-408-details&file=cards%2FOS_2022_003,1,1,no,当前详情卡/资产目录重建索引
