date,node_id,viewed_assets,status,issue,action,next
2026-07-02,CO_2012_004,question-01.png,pass_question_only,题图清晰且主题一致：IEEE 754 单精度最大有限数边界；指数表达可读；无独立解析图文件,未修改,Tutor 检测范围：CO02-20 IEEE 754
2026-07-02,CO_2013_001,question-01.png,pass_metadata_fixed,题图清晰且核心考点为磁盘调度算法与页面置换算法类别辨析；已将正式安全卡和元信息从 CO06-18 DMA 方式修正到 OS05-26 磁盘调度并命中 OS03-27 页面置换,已修正正式安全卡/索引/关系边/详情卡元信息,Tutor 检测范围：OS05-26 先来先服务 FCFS 磁盘调度；OS03-27 页面置换；不按 DMA 题喂给 Tutor
2026-07-02,CO_2013_003,question-01.png,pass_question_only,题图清晰且主题一致：平均 CPI 加权计算与 MIPS 换算；表格字段可读；无独立解析图文件,未修改,Tutor 检测范围：CO01-13 CPI；CO01-14 CPU 执行时间
2026-07-02,CO_2015_001,question-01.png,pass_question_only,题图清晰且主题一致：硬件直接执行对象与语言层次辨析；无独立解析图文件,未修改,Tutor 检测范围：CO01-06 高级语言到机器语言的转换
2026-07-02,CO_2015_003,question-01.png,pass_question_only,题图主体可读且主题一致：浮点加减阶段与阶码溢出边界；顶部边缘裁切不影响关键文字；无独立解析图文件,未修改,Tutor 检测范围：CO02-22 浮点数加减运算
2026-07-02,CO_2016_001,question-01.png,pass_question_only,题图清晰且主题一致：I/O 接口功能和结构辨析；无独立解析图文件,未修改,Tutor 检测范围：CO06-06 I/O 接口
2026-07-02,CO_2016_003,question-01.png,pass_question_only,题图清晰且主题一致：编译、汇编、链接、解释程序功能边界；无独立解析图文件,未修改,Tutor 检测范围：CO01-06 高级语言到机器语言的转换
2026-07-02,CO_2018_001,question-01.png,pass_question_only,题图清晰且主题一致：冯诺依曼结构中二进制编码原因；无独立解析图文件,未修改,Tutor 检测范围：CO01-03 冯诺依曼结构
2026-07-02,CO_2018_003,question-01.png,needs_original_scan,文字重排卡可读且主题一致：IEEE 754 最小规格化正数边界；不是原题扫描；无独立解析图文件,未修改,Tutor 检测范围：CO02-20 IEEE 754
2026-07-02,CO_2019_002,question-01.png,pass_question_only,题图清晰且主题一致：冯诺依曼结构中指令、数据、存储程序与按地址访问的关系；无独立解析图文件,未修改,Tutor 检测范围：CO01-03 冯诺依曼结构
2026-07-02,CO_2022_001,question-01.png,pass_question_only,题图清晰且主题一致：中断 I/O 方式边界；无独立解析图文件,未修改,Tutor 检测范围：CO06-11 程序中断方式
2026-07-02,CO_2022_002,question-01.png,pass_question_only,题图清晰且主题一致：高级语言源程序到可执行目标文件阶段顺序；无独立解析图文件,未修改,Tutor 检测范围：CO01-06 高级语言到机器语言的转换
2026-07-02,CO_2023_001,question-01.png,pass_question_only,题图清晰且主题一致：查询、中断、DMA 等 I/O 控制方式边界；无独立解析图文件,未修改,Tutor 检测范围：CO06-18 DMA 方式；OS05-05 I/O 控制方式
2026-07-02,CO_2023_002,question-01.png,pass_question_only,题图清晰且主题一致：硬件异常与中断检测时机、请求信号和结束信号边界；无独立解析图文件,未修改,Tutor 检测范围：CO06-11 程序中断方式；CO05-18 异常
2026-07-02,CO_2023_003,question-01.png,partial_pass,题图主体可读且主题一致：DMA 请求条件；左上边缘裁切缺少题号和少量开头信息但不影响复做；无独立解析图文件,未修改,Tutor 检测范围：CO06-18 DMA 方式；CO06-19 DMA 控制器
2026-07-02,CO_2023_004,question-01.png,pass_metadata_fixed,题图清晰且主题为中断源类型辨析；正式元信息已修复为中断源与内外中断/异常源分类边界,已修复安全卡、正式索引、知识点、关系边、专题链和详情页混入噪音,Tutor 检测范围：CO05-18 异常；CO05-19 中断；CO06-11 程序中断方式
2026-07-02,CO_2023_005,question-01.png,pass_question_only,题图清晰且主题一致：定点整数减法后的 OF 与 CF 标志位边界；无独立解析图文件,未修改,Tutor 检测范围：CO02-14 标志位
2026-07-02,CO_2024_003,question-01.png,pass_question_only,题图清晰且主题一致：DMA 预处理与后处理；红色标记较大但不遮挡关键题设；无独立解析图文件,未修改,Tutor 检测范围：CO06-20 DMA 传送过程
2026-07-02,CO_UNK_007,question-01.png,pass_metadata_fixed,题图清晰可读；已将正式主知识点从补码校准为机器级代码，并补充小端方式、指令格式、补码和标志位命中；无独立解析图文件,已同步正式安全卡、知识点命中索引、关系边、专题链和 Tutor 安全材料,Tutor 检测范围：CO04-22 机器级代码；CO04-02 指令格式；CO04-19 小端方式；CO02-07 补码；CO02-14 标志位
2026-07-02,CO_UNK_010,question-01.png,needs_original_scan,MarginNote 文字重排卡可读且主题一致：不同寻址方式的目的；不是原题扫描；卡片底部已提示待原题图复核；无独立解析图文件,未修改,Tutor 检测范围：CO04-08 寻址方式
2026-07-02,CO_UNK_011,question-01.png,needs_original_scan,MarginNote 文字重排卡可读且主题为直接转移与相对转移边界；不是原题扫描；当前元信息可后续核对相对寻址和寄存器边界；无独立解析图文件,未修改,Tutor 检测范围：CO04-08 寻址方式；CO04-16 相对寻址；CO05-05 寄存器
2026-07-02,CO_UNK_013,question-01.png,pass_metadata_fixed_source_conflict_open,MarginNote 文字重排卡可读且主题为 ISA 与指令系统判断；正式主知识点已校准为 CO04-01；无独立解析图文件；来源路径污染仍待人工确认是否与 CO_2013_002 合并,已同步正式安全卡、知识点命中、关系边、概念词典和 Tutor 安全材料,Tutor 检测范围：CO04-01 指令系统基本概念；CO04-02 指令格式；CO04-08 寻址方式；CO04-22 机器级代码
2026-07-02,CO_UNK_016,question-01.png,needs_original_scan,MarginNote 文字重排卡可读且主题一致：变址间接寻址有效地址表达；不是原题扫描；无独立解析图文件,未修改,Tutor 检测范围：CO04-08 寻址方式；CO04-14 基址寻址
2026-07-02,CO_UNK_021,question-01.png,partial_pass,扫描题图主体清晰且主题一致：通用寄存器功能边界；题号和来源头部被裁掉但不影响复做；无独立解析图文件,未修改,Tutor 检测范围：CO05-05 寄存器
2026-07-02,CO_UNK_022,question-01.png,partial_pass,扫描题图主体清晰且主题一致：n 位 CPU 含义；题号和来源头部被裁掉但不影响复做；无独立解析图文件,未修改,Tutor 检测范围：CO05-02 CPU 基本结构；CO01-17 机器字长
2026-07-02,CO_UNK_023,question-01.png,partial_pass,扫描题图主体清晰且主题一致：指令从主存读取时地址来源边界；题号和来源头部被裁掉但不影响复做；无独立解析图文件,未修改,Tutor 检测范围：CO05-05 寄存器；CO01-08 指令执行过程
2026-07-02,CO_UNK_024,question-01.png,partial_pass,扫描题图主体清晰且主题一致：程序计数器 PC 作用与转移指令执行时 PC 更新规则；题号和来源头部被裁掉但不影响复做；无独立解析图文件,未修改,Tutor 检测范围：CO05-05 寄存器；CO01-08 指令执行过程
2026-07-02,CO_UNK_026,question-01.png,partial_pass,扫描题图主体清晰且主题一致：通用寄存器位数与机器字长口径；题号和来源头部被裁掉但不影响复做；无独立解析图文件,未修改,Tutor 检测范围：CO05-05 寄存器；CO01-17 机器字长
2026-07-02,CO_UNK_029,question-01.png,partial_pass,扫描题图主体清晰且主题一致：PC 位数与指令按字边界对齐条件；题号和来源头部被裁掉但不影响复做；无独立解析图文件,未修改,Tutor 检测范围：CO05-05 寄存器；CO01-17 机器字长
2026-07-02,CO_UNK_030,question-01.png,partial_pass,扫描题图主体清晰且主题一致：多核处理器语义、MIMD 分类与单线程加速边界；题号和来源头部被裁掉但不影响复做；无独立解析图文件,未修改,Tutor 检测范围：CO05-32 多处理器基本概念
2026-07-02,CO_UNK_031,question-01.png,partial_pass,扫描题图主体清晰且主题一致：SIMD 与 SISD 分类边界；题号和来源头部被裁掉但不影响复做；无独立解析图文件,未修改,Tutor 检测范围：CO05-32 多处理器基本概念
2026-07-02,CO_UNK_032,question-01.png,partial_pass,扫描题图主体清晰且主题一致：多核 CPU 与 Cache 组织边界；题号和来源头部被裁掉但不影响复做；无独立解析图文件,未修改,Tutor 检测范围：CO05-32 多处理器基本概念
2026-07-02,CO_UNK_033,question-01.png,partial_pass,扫描题图主体清晰且主题一致：无条件跳转指令周期内 PC 修改事件识别；题号和来源头部被裁掉但不影响复做；无独立解析图文件,未修改,Tutor 检测范围：CO01-08 指令执行过程；CO05-05 寄存器
2026-07-02,CO_UNK_034,question-01.png,partial_pass,扫描题图主体清晰且主题一致：指令执行阶段顺序与控制器职责；题号和来源头部被裁掉但不影响复做；无独立解析图文件,未修改,Tutor 检测范围：CO01-08 指令执行过程
2026-07-02,CO_UNK_035,question-01.png,partial_pass,扫描题图主体清晰且主题一致：CPU 时钟信号、时钟周期与指令周期边界；题号和来源头部被裁掉但不影响复做；轻微斜线痕迹不遮挡关键文字；无独立解析图文件,未修改,Tutor 检测范围：CO01-08 指令执行过程；CO01-14 CPU 执行时间
2026-07-02,CO_UNK_036,question-01.png,partial_pass,扫描题图主体清晰且主题一致：多周期 CPU 中周期数可变与时钟周期长度固定的区分；题号和来源头部被裁掉但不影响复做；淡水印不遮挡关键文字；无独立解析图文件,未修改,Tutor 检测范围：CO01-08 指令执行过程
2026-07-02,CO_UNK_052,question-01.png,partial_pass,扫描题图主体清晰且主题一致：CPU 内部共享总线与部件连接控制器件；题号和来源头部被裁掉但不影响复做；无独立解析图文件,未修改,Tutor 检测范围：CO05-11 数据通路
2026-07-02,CO_UNK_053,question-01.png,partial_pass,扫描题图主体清晰且主题一致：CPU 内部总线信号流动原则；题号和来源头部被裁掉但不影响复做；无独立解析图文件,未修改,Tutor 检测范围：CO05-11 数据通路
2026-07-02,CO_UNK_056,question-01.png,partial_pass,扫描题图主体清晰且主题一致：总线数据传输速率计算；题号和来源头部被裁掉但不影响复做；无独立解析图文件,未修改,Tutor 检测范围：CO06-03 总线性能指标
2026-07-02,CO_UNK_058,question-01.png,partial_pass,扫描题图主体可读且主题一致：计算机内部数据传输方式；红色叉痕在题号附近且不遮挡关键题设；底部有下一题残影但不影响本题复做；无独立解析图文件,未修改,Tutor 检测范围：CO06-01 总线基本概念
2026-07-02,CO_UNK_060,question-01.png,partial_pass,扫描题图主体清晰且主题一致：系统总线地址线功能；题号和来源头部被裁掉但不影响复做；无独立解析图文件,未修改,Tutor 检测范围：CO06-02 总线组成
2026-07-02,CO_UNK_062,question-01.png,partial_pass,扫描题图清晰且主题一致：I/O 接口与主机到外设连接路径；题号和来源头部略裁但不影响复做；无独立解析图文件,未修改,Tutor 检测范围：CO06-06 I/O 接口
2026-07-02,CO_UNK_063,question-01.png,partial_pass,扫描题图清晰且主题一致：DMA 过程阶段与 CPU 参与边界；题号和来源头部略裁但不影响复做；无独立解析图文件,未修改,Tutor 检测范围：CO06-18 DMA 方式；CO06-20 DMA 传送过程
2026-07-02,CO_UNK_064,question-01.png,pass_metadata_fixed,扫描题图清晰且主题为流水线场景下 DMA 请求响应时机；正式层保留主知识点 DMA 方式并已补充 CO05-22 指令流水线命中；无独立解析图文件,已同步安全卡/知识点命中/关系边/wiki/Tutor 安全材料,Tutor 检测范围：CO06-18 DMA 方式；CO05-22 指令流水线；CO06-11 程序中断方式
2026-07-02,CO_UNK_066,question-01.png,partial_pass,扫描题图清晰且主题一致：中断 I/O 请求与 CPU 响应条件；顶部黑边不遮挡关键文字；无独立解析图文件,未修改,Tutor 检测范围：CO06-11 程序中断方式
2026-07-02,CO_UNK_067,question-01.png,partial_pass,扫描题图清晰且主题一致：中断响应周期中允许中断状态关闭归属；题号和来源头部被裁掉但不影响复做；无独立解析图文件,未修改,Tutor 检测范围：CO06-11 程序中断方式；CO05-20 中断响应
2026-07-02,CO_UNK_069,question-01.png,handwriting_overlay,扫描题图清晰且主题一致：流水 CPU 基本概念；红色手写批注横跨局部选项区域但文字仍可读；无独立解析图文件,未修改；登记手写覆盖风险,Tutor 检测范围：CO05-22 指令流水线
2026-07-02,CO_UNK_070,question-01.png,needs_original_scan,MarginNote 文字重排卡可读且主题一致：IEEE 754 机器码反推真值；不是原题扫描；来源 ID 仍为 VISUAL_PENDING 且需要补正式来源定位；无独立解析图文件,未修改；登记原扫描和来源定位待补,Tutor 检测范围：CO02-20 IEEE 754
2026-07-02,CO_UNK_071,question-01.png,needs_original_scan,MarginNote 文字重排卡可读且主题一致：IEEE 754 阶码偏置值与规格化数真值计算；不是原题扫描；来源 ID 仍为 VISUAL_PENDING；无独立解析图但详情卡有解析文字,未修改；登记原扫描和来源定位待补,Tutor 检测范围：CO02-20 IEEE 754
2026-07-02,DS_2010_001,question-01.png,source_locator_pending,扫描题图清晰且主题一致：树的度数统计与叶结点数关系；来源定位仍为 VISUAL_PENDING；无独立解析图但详情卡有解析文字,未修改；登记来源定位待补,Tutor 检测范围：DS05-02 树的基本术语
2026-07-02,DS_2010_002,question-01.png,source_locator_pending,扫描题图清晰且主题一致：无向图保证连通的最少边数；来源定位仍为 VISUAL_PENDING；无独立解析图但详情卡有解析文字,未修改；登记来源定位待补,Tutor 检测范围：DS06-04 连通图与强连通图
2026-07-02,DS_2010_003,question-01.png,source_locator_pending,扫描题图清晰且主题一致：快速排序递归次数与划分平衡性边界；来源定位仍为 VISUAL_PENDING；无独立解析图但详情卡有解析文字,未修改；登记来源定位待补,Tutor 检测范围：DS08-08 快速排序
2026-07-02,DS_2011_002,question-01.png,source_locator_pending,扫描题图清晰且主题一致：先序后序约束下中序序列合法性；来源定位仍为 VISUAL_PENDING；无独立解析图但详情卡有解析文字,未修改；登记来源定位待补,Tutor 检测范围：DS05-13 由遍历序列构造二叉树
2026-07-02,DS_2012_001,question-01.png,source_locator_pending,扫描题图清晰且主题一致：由先序后序推断根结点孩子关系；来源定位仍为 VISUAL_PENDING；无独立解析图但详情卡有解析文字,未修改；登记来源定位待补,Tutor 检测范围：DS05-13 由遍历序列构造二叉树
2026-07-02,DS_2012_002,question-01.png,source_locator_pending,扫描题图清晰且主题一致：最小生成树代价唯一与树形不唯一性质判断；来源定位仍为 VISUAL_PENDING；无独立解析图但详情卡有解析文字,未修改；登记来源定位待补,Tutor 检测范围：DS06-14 最小生成树
2026-07-02,DS_2012_003,question-01.png,source_locator_pending,扫描题图清晰且主题一致：邻接矩阵约束下拓扑序列存在性与唯一性；来源定位仍为 VISUAL_PENDING；无独立解析图但详情卡有解析文字,未修改；登记来源定位待补,Tutor 检测范围：DS06-20 拓扑排序
2026-07-02,DS_2012_004,question-01.png,source_locator_pending,扫描题图清晰且主题一致：AVL 高度与平衡因子递推结点总数；来源定位仍为 VISUAL_PENDING；无独立解析图但详情卡有解析文字,未修改；登记来源定位待补,Tutor 检测范围：DS07-10 平衡二叉树 AVL
2026-07-02,DS_2013_001,question-01.png,source_locator_pending,扫描题图清晰且主题一致：AOE 网关键活动选择与缩短工期；来源定位仍为 VISUAL_PENDING；无独立解析图但详情卡有解析文字,未修改；登记来源定位待补,Tutor 检测范围：DS06-21 关键路径
2026-07-02,DS_2014_004,question-01.png,source_locator_pending,扫描题图清晰且主题一致：B 树阶数、关键字数与结点数极值；来源定位仍为 VISUAL_PENDING；无独立解析图但详情卡有解析文字,未修改；登记来源定位待补,Tutor 检测范围：DS07-13 B 树
2026-07-02,DS_2014_005,question-01.png,source_locator_pending,扫描题图清晰且主题一致：散列表线性探测堆积现象影响；有淡水印但不遮挡关键文字；来源定位仍为 VISUAL_PENDING；无独立解析图但详情卡有解析文字,未修改；登记来源定位待补,Tutor 检测范围：DS07-22 散列表查找性能分析
2026-07-02,DS_2015_004,question-01.png,source_locator_pending,扫描题图清晰且主题一致：小根堆删除堆顶后的比较次数统计；浅蓝痕迹不遮挡关键题设；来源定位仍为 VISUAL_PENDING；无独立解析图但详情卡有解析文字,未修改；登记来源定位待补,Tutor 检测范围：DS05-22 堆的插入与删除
2026-07-02,DS_2015_005,question-01.png,source_locator_pending,扫描题图清晰且主题一致：排序算法移动次数与初始状态关系；来源定位仍为 VISUAL_PENDING；无独立解析图但详情卡有解析文字,未修改；登记来源定位待补,Tutor 检测范围：DS08-17 排序算法移动次数
2026-07-02,DS_2016_001,question-01.png,pass_question_only,扫描题图清晰且主题一致：单链表存储状态、链接地址与插入操作；来源定位 HDS_0004 / 2.3.33 已有；无独立解析图但详情卡有解析文字,未修改,Tutor 检测范围：DS02-06 单链表
2026-07-02,DS_2017_001,question-01.png,source_locator_pending,扫描题图清晰且主题一致：无向图握手定理与最少顶点数极值；来源定位仍为 VISUAL_PENDING；无独立解析图但详情卡有解析文字,未修改；登记来源定位待补,Tutor 检测范围：DS06-01 图的基本概念
2026-07-02,DS_2017_002,question-01.png,source_locator_pending,扫描题图清晰且主题一致：折半查找判定树形态判断；来源定位仍为 VISUAL_PENDING；无独立解析图但详情卡有解析文字,未修改；登记来源定位待补,Tutor 检测范围：DS07-04 折半查找
2026-07-02,DS_2018_001,question-01.png,source_locator_pending,扫描题图清晰且主题一致：B 树高度与最少关键字数计算；来源定位仍为 VISUAL_PENDING；无独立解析图但详情卡有解析文字,未修改；登记来源定位待补,Tutor 检测范围：DS07-13 B 树
2026-07-02,DS_2019_002,question-01.png,source_locator_pending,扫描题图清晰且主题一致：线性探测查找失败 ASL 入口数与分母判断；来源定位仍为 VISUAL_PENDING；无独立解析图但详情卡有解析文字,未修改；登记来源定位待补,Tutor 检测范围：DS07-22 散列表查找性能分析
2026-07-02,DS_2020_001,question-01.png,locator_marker_pending,扫描题图清晰且主题一致：特殊矩阵压缩存储中的对称矩阵索引计算；来源 ID HDS_0002 已有但定位标记未提取；无独立解析图但详情卡有解析文字,未修改；登记定位标记待补,Tutor 检测范围：DS03-15 特殊矩阵压缩存储
2026-07-02,DS_2020_002,question-01.png,source_locator_pending,扫描题图清晰且主题一致：Kruskal 按边权递增选边并跳过成环边；来源定位仍为 VISUAL_PENDING；无独立解析图但详情卡有解析文字,未修改；登记来源定位待补,Tutor 检测范围：DS06-16 Kruskal 算法
2026-07-02,DS_2023_001,question-01.png,locator_marker_pending,扫描题图清晰且主题一致：稀疏矩阵三元组表外还需保存的结构信息；来源 ID HDS_0003 已有但定位标记未提取；无独立解析图但详情卡有解析文字,未修改；登记定位标记待补,Tutor 检测范围：DS03-16 稀疏矩阵
2026-07-02,DS_2023_003,question-01.png,source_locator_pending,扫描题图清晰且主题一致：无权连通图中单源最短路径算法辨析；有浅水印但不遮挡关键题设；来源定位仍为 VISUAL_PENDING；无独立解析图但详情卡有解析文字,未修改；登记来源定位待补,Tutor 检测范围：DS06-17 最短路径
2026-07-02,DS_2023_005,question-01.png,source_locator_pending,扫描题图清晰且主题一致：开放定址线性探查删除标记后的失败 ASL；来源定位仍为 VISUAL_PENDING；无独立解析图但详情卡有解析文字,未修改；登记来源定位待补,Tutor 检测范围：DS07-20 开放定址法
2026-07-02,DS_2024_002,question-01.png,source_locator_pending,扫描题图清晰且主题一致：折半查找适用条件与链式存储的随机定位限制；来源定位仍为 VISUAL_PENDING；无独立解析图但详情卡有解析文字,未修改；登记来源定位待补,Tutor 检测范围：DS07-04 折半查找
2026-07-02,OS_2010_002,question-01.png,source_locator_pending,扫描题图清晰且主题一致：创建新进程的典型触发事件辨析；来源定位仍为 VISUAL_PENDING；无独立解析图但详情卡有解析文字,未修改；登记来源定位待补,Tutor 检测范围：OS02-07 进程创建
2026-07-02,OS_2010_003,question-01.png,source_locator_pending,扫描题图清晰且主题一致：二级页表页目录表项数计算；图片带边框和轻微水印但题设完整；来源定位仍为 VISUAL_PENDING；无独立解析图但详情卡有解析文字,未修改；登记来源定位待补,Tutor 检测范围：OS03-17 页表
2026-07-02,OS_2012_002,question-01.png,source_locator_pending,扫描题图清晰且主题一致：处理机调度时机与临界区边界辨析；来源定位仍为 VISUAL_PENDING；无独立解析图但详情卡有解析文字,未修改；登记来源定位待补,Tutor 检测范围：OS02-22 调度时机
2026-07-02,OS_2013_001,question-01.png,metadata_review_needed,题图清晰但含红色手写叉号；图面主题是资源分配顺序下的死锁可能性判断；详情卡主知识点标为 OS02-48 银行家算法；建议复核是否应转为死锁基本概念或死锁检测相关节点；无独立解析图但详情卡有解析文字,未修改正式库；登记元数据复核和手写痕迹提示,Tutor 检测范围：OS02-44 死锁基本概念 / OS02-47 死锁避免 / OS02-49 死锁检测 / OS02-48 银行家算法
2026-07-02,OS_2013_002,question-01.png,pass_question_only,扫描题图清晰且主题一致：CPU 与 I/O 时间比例下的优先级设置原则；已有 HOS_0047 / 2.2.8 定位；底部有少量解析区域残留但题目主体完整；无独立解析图但详情卡有解析文字,未修改,Tutor 检测范围：OS02-29 优先级调度
2026-07-02,OS_2014_002,question-01.png,source_locator_pending,扫描题图清晰且主题一致：读磁盘操作完成后的进程状态转换；来源定位仍为 VISUAL_PENDING；无独立解析图但详情卡有解析文字,未修改；登记来源定位待补,Tutor 检测范围：OS02-05 进程状态转换
2026-07-02,OS_2014_003,question-01.png,source_locator_pending,扫描题图清晰且主题一致：管道通信的阻塞与传输性质辨析；来源定位仍为 VISUAL_PENDING；无独立解析图但详情卡有解析文字,未修改；登记来源定位待补,Tutor 检测范围：OS02-18 管道
2026-07-02,OS_2015_001,question-01.png,pass_question_only,扫描题图清晰且主题一致：死锁避免和死锁检测方法差异辨析；已有 HOS_0035 来源定位；无独立解析图但详情卡有解析文字,未修改,Tutor 检测范围：OS02-47 死锁避免 / OS02-49 死锁检测
2026-07-02,OS_2016_001,question-01.png,handwriting_overlay,题图主体清晰且主题一致：并发线程中互斥执行的操作判断；图上有黄色标记和旁注但不遮挡关键题设；已有 HOS_0015 来源定位；无独立解析图但详情卡有解析文字,未修改；登记标注痕迹提示,Tutor 检测范围：OS02-32 同步与互斥
2026-07-02,OS_2016_002,question-01.png,pass_question_only,扫描题图清晰且主题一致：管程性质辨析；已有 HOS_0016 / 2.3.8 定位；无独立解析图但详情卡有解析文字,未修改,Tutor 检测范围：OS02-32 同步与互斥 / OS02-40 条件变量
2026-07-02,OS_2016_003,question-01.png,pass_question_only,扫描题图清晰且主题一致：资源需求关系下死锁进程数判断；已有 HOS_0036 来源与段落定位；无独立解析图但详情卡有解析文字,未修改,Tutor 检测范围：OS02-44 死锁基本概念
2026-07-02,OS_2016_004,question-01.png,handwriting_overlay,题图主体清晰且主题一致：C-SCAN 磁盘调度移动距离计算；图上有明显红色手写叉号但不遮挡主体；已有 HOS_0139 / 5.3.6 定位；无独立解析图但详情卡有解析文字,未修改；登记手写痕迹提示,Tutor 检测范围：OS05-29 C-SCAN
2026-07-02,OS_2017_001,question-01.png,pass_question_only,扫描题图清晰且主题一致：时间片轮转调度性质辨析；已有 HOS_0051 / 2.2.8 定位；无独立解析图但详情卡有解析文字,未修改,Tutor 检测范围：OS02-28 时间片轮转 RR
2026-07-02,OS_2017_002,question-01.png,source_locator_pending,扫描题图清晰且主题一致：最佳适应算法下分区回收合并与空闲链重排；来源定位仍为 VISUAL_PENDING；无独立解析图但详情卡有解析文字,未修改；登记来源定位待补,Tutor 检测范围：OS03-10 动态分区分配
2026-07-02,OS_2018_001,question-01.png,handwriting_overlay,题图主体清晰且主题一致：管程条件变量 wait 操作语义；图上有红色下划痕迹但不遮挡主体；已有 HOS_0017 / 2.3.8 定位；无独立解析图但详情卡有解析文字,未修改；登记手写痕迹提示,Tutor 检测范围：OS02-39 V 操作 / OS02-40 条件变量
2026-07-02,OS_2018_003,question-01.png,pass_question_only,扫描题图清晰且主题一致：非抢占式优先级调度平均周转时间计算；已有 HOS_0048 / 2.2.8 定位；无独立解析图但详情卡有解析文字,未修改,Tutor 检测范围：OS02-29 优先级调度
2026-07-02,OS_2019_006,question-01.png,metadata_corrected,直接查看确认：题图清晰且主题为共享段表和分段存储；图面年份为 2019；已将旧占位 ID 校准为 OS_2019_006；无独立解析图但详情卡有解析文字,已同步详情卡、图片目录、安全卡、正式索引、关系边、wiki 概念页和 Tutor 安全检测范围,Tutor 检测范围：OS03-21 段表 / OS03-20 段式管理
2026-07-02,OS_2019_001,question-01.png,pass_question_only,扫描题图清晰且主题一致：死锁叙述、解除/预防/避免边界辨析；已有 HOS_0018 / 2.4.6 定位；无独立解析图但详情卡有解析文字,未修改,Tutor 检测范围：OS02-44 死锁基本概念 / OS02-46 死锁预防 / OS02-47 死锁避免 / OS02-48 银行家算法
2026-07-02,OS_2019_002,question-01.png,pass_question_only,扫描题图清晰且主题一致：动态分区分配算法与内存碎片倾向辨析；已有 HOS_0079 / 3.1.7 定位；无独立解析图但详情卡有解析文字,未修改,Tutor 检测范围：OS03-12 最佳适应算法 / OS03-07 连续分配管理
2026-07-02,OS_2019_003,question-01.png,source_locator_pending,扫描题图清晰且主题一致：可能唤醒进程的事件辨析；来源定位仍为 VISUAL_PENDING；无独立解析图但详情卡有解析文字,未修改；登记来源定位待补,Tutor 检测范围：OS02-05 进程状态转换
2026-07-02,OS_2019_004,question-01.png,source_locator_pending,扫描题图清晰且主题一致：用户级线程与内核级线程性质辨析；来源定位仍为 VISUAL_PENDING；无独立解析图但详情卡有解析文字,未修改；登记来源定位待补,Tutor 检测范围：OS02-12 用户级线程 / OS02-11 线程基本概念
2026-07-02,OS_2019_005,question-01.png,source_locator_pending,扫描题图清晰且主题一致：LRU 页面置换模拟中缺页与置换次数区分；来源定位仍为 VISUAL_PENDING；无独立解析图但详情卡有解析文字,未修改；登记来源定位待补,Tutor 检测范围：OS03-30 最近最久未使用 LRU
2026-07-02,OS_2021_001,question-01.png,pass_question_only,扫描题图清晰且主题一致：改进型 Clock 置换与页表项字段下的地址转换；已有 HOS_0142 / 3.2.11 定位；无独立解析图但详情卡有解析文字,未修改,Tutor 检测范围：OS03-32 改进型 Clock 置换 / OS03-19 基本地址变换机构
2026-07-02,OS_2021_004,question-01.png,source_locator_pending,扫描题图清晰且主题一致：二级页表中页表基址寄存器内容辨析；来源定位仍为 VISUAL_PENDING；无独立解析图但详情卡有解析文字,未修改；登记来源定位待补,Tutor 检测范围：OS03-19 基本地址变换机构 / OS03-17 页表
2026-07-02,OS_2022_001,question-01.png,annotation_overlay,题图主体清晰且主题一致：基于优先级的抢占式调度过程次数判断；图上有红色文字强调和轻微水印但不遮挡主体；已有 HOS_0052 / 2.2.8 定位；无独立解析图但详情卡有解析文字,未修改；登记彩色标注提示,Tutor 检测范围：OS02-22 调度时机 / OS02-29 优先级调度
2026-07-02,OS_2023_001,question-01.png,pass_question_only,题图清晰且主题一致：抢占式优先权调度下的平均周转时间计算；已有 HOS_0049 / 2.2.8 定位；无独立解析图但详情卡有解析文字,未修改,Tutor 检测范围：OS02-21 调度目标 / OS02-29 优先级调度
2026-07-02,OS_2023_002,question-01.png,rendered_question_pending,当前题图为 MarginNote 文字卡渲染替代图而非原题截图；主题与虚拟地址空间一致；底部已提示待原题图复核；无独立解析图但详情卡有解析文字,未修改；登记原题图复核,Tutor 检测范围：OS03-23 虚拟内存基本概念
2026-07-02,OS_2023_003,question-01.png,question_binding_quarantined,原题图和解析内容与当前节点元信息不一致：图片内容为抖动处理方向而当前节点为工作集/页框分配；已移入隔离区；当前详情页改为题图与解析待补,隔离错绑题图和原详情卡；更新待补清单,Tutor 检测范围：OS03-34 工作集；后续补正确题图与解析并确认年份/题源
2026-07-02,OS_2024_001,question-01.png,handwriting_overlay,题图主体清晰且主题一致：页面置换缺页次数下界辨析；图上有红色叉形标注但不遮挡主体；已有 HOS_0141 / 3.2.11 定位；无独立解析图但详情卡有解析文字,未修改；登记手写/标注痕迹提示,Tutor 检测范围：OS03-27 页面置换
2026-07-02,OS_UNK_001,question-01.png,annotation_overlay,题图清晰且主题一致：实时操作系统目标辨析；已有 HOS_0001 / 1.2.7 定位；图上有轻微笔迹但不遮挡主体；无独立解析图但详情卡有解析文字,未修改；登记轻微标注提示,Tutor 检测范围：OS01-02 操作系统目标
